row,pl_name,st_name,st_num,pl_num,dis_met,dis_year,dis_loc,dic_fac,pl_orbper,pl_orb,pl_rade,pl_radj,pl_masse,pl_massj,pl_temp,st_spectype,st_temp,st_rad,st_mass,glat,glon,sy_dist,habit
2339,Kepler-166 d,Kepler-166,1,3,Transit,2016,Space,Kepler,1.55400393,0.0246,1.73,0.154,3.64,0.0115,1313,,5350,0.83,0.88,13.81922,81.14901,603.53,0
2340,Kepler-1661 b,Kepler-1661,2,1,Transit,2020,Space,Kepler,175.06,0.633,3.87,0.345,17,0.05349,243,K,5100,0.76,0.84,16.15715,72.26475,410.607,0
2341,Kepler-1663 b,Kepler-1663,1,1,Transit,2020,Space,Kepler,17.6046,0.1072,3.304,0.295,10.9,0.0344,362,,3844,0.63,0.61,15.44406,80.3107,337.926,0
2342,Kepler-1664 b,Kepler-1664,1,1,Transit,2020,Space,Kepler,14.3868,0.1137,3.033,0.271,9.45,0.0297,776,,5735.81,1.07,0.94,17.76125,79.80598,626.691,0
2343,Kepler-1665 b,Kepler-1665,1,1,Transit,2020,Space,Kepler,11.9548,0.1006,2.839,0.253,8.44,0.0266,906,,5049.84,0.78,0.84,12.20132,73.02354,335.515,0
2344,Kepler-1666 b,Kepler-1666,1,2,Transit,2020,Space,Kepler,25.8476,0.1761,2.883,0.257,8.66,0.0273,672,,6293,1.15,1.23,9.745229,80.3024,1379.37,0
2345,Kepler-1666 c,Kepler-1666,1,2,Transit,2020,Space,Kepler,40.7157,0.2383,3.236,0.289,10.5,0.0332,578,,6293,1.15,1.23,9.745229,80.3024,1379.37,0
2346,Kepler-1667 b,Kepler-1667,1,1,Transit,2020,Space,Kepler,83.5781,0.4256,2.984,0.266,9.19,0.0289,655,,5941.54,1.09,1.09,19.4131,77.84978,626.819,0
2347,Kepler-1668 b,Kepler-1668,1,1,Transit,2020,Space,Kepler,15.434,0.124,4.348,0.388,17.4,0.0548,721,,5542,1.02,0.98,10.02549,79.94768,1335.64,0
2348,Kepler-1669 b,Kepler-1669,1,1,Transit,2020,Space,Kepler,9.51216,0.0745,2.78,0.248,8.15,0.0256,530,,4303,0.71,0.67,6.90782,74.47227,543.444,0
2349,Kepler-167 b,Kepler-167,2,4,Transit,2014,Space,Kepler,4.3931632,0.0483,1.615,0.144,3.24,0.0102,914,K4,4890,0.73,0.77,9.444847,71.35311,341.908,0
2350,Kepler-167 c,Kepler-167,2,4,Transit,2014,Space,Kepler,7.406114,0.0684,1.548,0.138,3.01,0.00949,768,K4,4890,0.73,0.77,9.444847,71.35311,341.908,0
2351,Kepler-167 d,Kepler-167,2,4,Transit,2016,Space,Kepler,21.803855,0.1405,1.194,0.107,1.83,0.00577,536,K4,4890,0.73,0.77,9.444847,71.35311,341.908,0
2352,Kepler-167 e,Kepler-167,2,4,Transit,2016,Space,Kepler,1071.23228,1.89,10.15,0.906,73.4,0.231,131,K4,4890,0.73,0.77,9.444847,71.35311,341.908,0
2353,Kepler-1670 b,Kepler-1670,1,1,Transit,2020,Space,Kepler,20.4998,0.1528,3.356,0.299,11.2,0.0353,731,,5838,1.52,1.05,13.13634,74.93068,2065.98,0
2354,Kepler-1671 b,Kepler-1671,1,1,Transit,2020,Space,Kepler,4.16787,0.0491,1.326,0.118,2.32,0.00729,962,,5135.55,0.93,0.87,10.57488,72.02511,357.059,0
2355,Kepler-1672 b,Kepler-1672,1,1,Transit,2020,Space,Kepler,150.878,0.5726,2.97,0.265,9.11,0.0287,423,,6131.95,1.09,1.16,6.784739,75.04437,391.181,0
2356,Kepler-1673 b,Kepler-1673,1,1,Transit,2020,Space,Kepler,33.7888,0.2127,2.936,0.262,8.93,0.0281,611,,6014.95,1.13,1.11,18.29476,78.98168,727.187,0
2357,Kepler-1674 b,Kepler-1674,1,1,Transit,2020,Space,Kepler,62.5611,0.3017,3.206,0.286,10.4,0.0326,417,,5473.91,0.88,0.96,11.21375,78.38831,1012.48,0
2358,Kepler-1675 b,Kepler-1675,1,1,Transit,2020,Space,Kepler,63.0382,0.3076,3.125,0.279,9.93,0.0313,465,,5853.19,1.13,1.06,16.7544,70.97327,651.117,0
2359,Kepler-1676 b,Kepler-1676,1,1,Transit,2020,Space,Kepler,29.9221,0.1954,3.377,0.301,11.3,0.0357,782,,5878.3,1.06,1.07,15.36984,74.40649,,0
2360,Kepler-1677 b,Kepler-1677,1,1,Transit,2020,Space,Kepler,22.064,0.1624,2.702,0.241,7.76,0.0244,712,,6013.72,1.25,1.11,9.78927,81.14915,735.369,0
2361,Kepler-1678 b,Kepler-1678,1,1,Transit,2020,Space,Kepler,147.974,0.5302,3.304,0.295,10.9,0.0344,329,,5754,0.83,1.03,9.516223,71.37772,847.339,0
2362,Kepler-1679 b,Kepler-1679,1,1,Transit,2020,Space,Kepler,9.75376,0.0892,2.069,0.185,4.93,0.0155,813,,5501,0.87,0.96,14.05748,82.79835,909.28,0
2363,Kepler-168 b,Kepler-168,1,2,Transit,2014,Space,Kepler,4.425391,0.056,1.46,0.13,2.73,0.00859,1240,,6282,1.11,1.11,8.723422,73.42975,1343.6,0
2364,Kepler-168 c,Kepler-168,1,2,Transit,2014,Space,Kepler,13.193242,0.116,2.69,0.24,7.7,0.0242,862,,6282,1.11,1.11,8.723422,73.42975,1343.6,0
2365,Kepler-1680 b,Kepler-1680,1,1,Transit,2020,Space,Kepler,8.77424,0.0784,1.36,0.121,2.42,0.00761,771,,5021,0.72,0.83,7.187513,74.41128,310.315,0
2366,Kepler-1681 b,Kepler-1681,1,1,Transit,2020,Space,Kepler,69.8956,0.32,2.553,0.228,7.05,0.0222,442,,5756.4,0.76,0.89,10.55531,79.97221,758.3,0
2367,Kepler-1682 b,Kepler-1682,1,1,Transit,2020,Space,Kepler,14.8334,0.1134,2.889,0.258,8.7,0.0274,694,,5619.12,0.84,0.99,9.098504,72.93856,1159.85,0
2368,Kepler-1683 b,Kepler-1683,1,1,Transit,2020,Space,Kepler,15.0337,0.1182,1.875,0.167,4.17,0.0131,669,,5429,0.9,0.95,8.461115,78.73431,733.143,0
2369,Kepler-1684 b,Kepler-1684,1,1,Transit,2020,Space,Kepler,47.7055,0.2253,2.871,0.256,8.6,0.0271,347,,4706.54,0.67,0.75,12.17406,79.03919,621.996,0
2370,Kepler-1685 b,Kepler-1685,1,1,Transit,2020,Space,Kepler,20.4905,0.1485,2.577,0.23,7.16,0.0225,625,,5484,0.84,0.96,9.708884,77.6246,1141.89,0
2371,Kepler-1686 b,Kepler-1686,1,1,Transit,2020,Space,Kepler,9.30987,0.0866,1.426,0.127,2.62,0.00825,913,,5714.96,1.2,1.02,11.81781,74.34303,729.823,0
2372,Kepler-1687 b,Kepler-1687,1,1,Transit,2020,Space,Kepler,5.77954,0.0532,1.656,0.148,3.38,0.0106,598,,4132,0.73,0.65,16.6105,82.0138,417.014,0
2373,Kepler-1688 b,Kepler-1688,1,1,Transit,2020,Space,Kepler,5.62012,0.0577,1.262,0.113,2.13,0.0067,772,,4632.11,0.75,0.81,12.8854,72.98546,567.4468709,0
2374,Kepler-1689 b,Kepler-1689,1,1,Transit,2020,Space,Kepler,8.483,0.0798,0.947,0.084,0.799,0.00251,879,,5731.43,1,1.02,10.342,71.24427,294.122,0
2375,Kepler-169 b,Kepler-169,1,5,Transit,2014,Space,Kepler,3.250619,0.04,1.13,0.101,1.51,0.00474,962,,4997,0.76,0.84,15.17842,71.50904,406.529,0
2376,Kepler-169 c,Kepler-169,1,5,Transit,2014,Space,Kepler,6.195469,0.062,1.21,0.108,1.92,0.00606,776,,4997,0.76,0.84,15.17842,71.50904,406.529,0
2377,Kepler-169 d,Kepler-169,1,5,Transit,2014,Space,Kepler,8.348125,0.075,1.25,0.112,2.1,0.0066,702,,4997,0.76,0.84,15.17842,71.50904,406.529,0
2378,Kepler-169 e,Kepler-169,1,5,Transit,2014,Space,Kepler,13.767102,0.105,2.2,0.196,5.48,0.0172,595,,4997,0.76,0.84,15.17842,71.50904,406.529,0
2379,Kepler-169 f,Kepler-169,1,5,Transit,2014,Space,Kepler,87.090195,0.359,2.58,0.23,7.18,0.0226,321,,4997,0.76,0.84,15.17842,71.50904,406.529,0
2380,Kepler-1690 b,Kepler-1690,1,1,Transit,2020,Space,Kepler,234.636,0.7097,2.811,0.251,8.3,0.0261,267,,5404,0.86,0.94,14.0762,73.08368,703.789,0
2381,Kepler-1691 b,Kepler-1691,1,1,Transit,2020,Space,Kepler,3.8482,0.0495,1.835,0.164,4.02,0.0127,1283,,6000,1.13,1.11,15.04164,71.68464,1267.67,0
2382,Kepler-1692 b,Kepler-1692,1,1,Transit,2020,Space,Kepler,5.95966,0.0646,1.112,0.099,1.42,0.00447,897,,5146,0.87,0.87,16.90559,77.67316,591.019,0
2383,Kepler-1693 b,Kepler-1693,1,1,Transit,2020,Space,Kepler,12.0999,0.1011,1.289,0.115,2.21,0.00695,807,,5432.34,0.88,0.95,15.30878,79.65091,760.065,0
2384,Kepler-1694 b,Kepler-1694,1,1,Transit,2020,Space,Kepler,3.89526,0.0449,1.18,0.105,1.76,0.00553,956,,4954,0.76,0.82,9.538273,73.46916,513.329,0
2385,Kepler-1695 b,Kepler-1695,1,1,Transit,2020,Space,Kepler,4.7329,0.0529,1.119,0.1,1.46,0.00458,957,,5473.19,0.99,0.96,12.45831,79.01116,791.175,0
2386,Kepler-1696 b,Kepler-1696,1,1,Transit,2020,Space,Kepler,65.9409,0.3244,2.81,0.251,8.29,0.0261,454,,5712,1.2,1.02,9.190259,75.70299,1506.36,0
2387,Kepler-1697 b,Kepler-1697,1,1,Transit,2020,Space,Kepler,33.4969,0.2008,1.26,0.112,2.12,0.00668,630,,4681.53,0.77,0.75,15.04775,74.44142,247.771,0
2388,Kepler-1698 b,Kepler-1698,1,1,Transit,2020,Space,Kepler,1.2107,0.0203,1.073,0.096,1.25,0.00394,1351,,4975.03,0.74,0.82,9.389206,72.42378,222.345,0
2389,Kepler-1699 b,Kepler-1699,1,1,Transit,2020,Space,Kepler,3.49082,0.0418,1.567,0.14,3.08,0.00968,1010,,5575.53,0.72,0.81,14.44261,80.88672,818.759,0
2390,Kepler-17 b,Kepler-17,1,1,Transit,2011,Space,Kepler,1.4857108,0.02591,14.68,1.31,778.65,2.45,1570,,5781,1.01,1.04,10.24166,81.82496,720.753,0
2391,Kepler-170 b,Kepler-170,1,2,Transit,2014,Space,Kepler,7.930592,0.08,3.2,0.285,82.6,0.26,899,,5679,1.03,1.09,16.4767,71.75042,738.657,0
2392,Kepler-170 c,Kepler-170,1,2,Transit,2014,Space,Kepler,16.665863,0.131,2.86,0.255,8.55,0.0269,702,,5679,1.03,1.09,16.4767,71.75042,738.657,0
2393,Kepler-1700 b,Kepler-1700,1,1,Transit,2020,Space,Kepler,234.239,0.7576,2.901,0.259,8.76,0.0276,329,,6031,1.09,1.12,16.24853,76.03721,717.597,0
2394,Kepler-1701 b,Kepler-1701,1,1,Transit,2020,Space,Kepler,169.134,0.5608,2.222,0.198,5.57,0.0175,273,,5146,0.84,0.87,15.13728,72.61903,584.142,0
2395,Kepler-1702 b,Kepler-1702,1,1,Transit,2020,Space,Kepler,18.5012,0.1275,1.602,0.143,3.2,0.0101,555,,5093,0.73,0.85,17.25399,74.73098,857.14,0
2396,Kepler-171 b,Kepler-171,1,3,Transit,2014,Space,Kepler,4.166972,0.05,2.34,0.209,6.08,0.0191,1053,,5642,0.84,0.91,8.281186,75.89959,863.855,0
2397,Kepler-171 c,Kepler-171,1,3,Transit,2014,Space,Kepler,11.463462,0.098,2.56,0.228,7.08,0.0223,752,,5642,0.84,0.91,8.281186,75.89959,863.855,0
2398,Kepler-171 d,Kepler-171,1,3,Transit,2014,Space,Kepler,39.595519,0.223,1.89,0.169,4.23,0.0133,497,,5642,0.84,0.91,8.281186,75.89959,863.855,0
2399,Kepler-172 b,Kepler-172,1,4,Transit,2014,Space,Kepler,2.940309,0.04,2.35,0.21,6.12,0.0193,1256,,5526,1.08,1,17.3475,71.60686,828.592,0
2400,Kepler-172 c,Kepler-172,1,4,Transit,2014,Space,Kepler,6.388996,0.068,2.86,0.255,8.55,0.0269,970,,5526,1.08,1,17.3475,71.60686,828.592,0
2401,Kepler-172 d,Kepler-172,1,4,Transit,2014,Space,Kepler,14.627119,0.118,2.25,0.201,5.69,0.0179,736,,5526,1.08,1,17.3475,71.60686,828.592,0
2402,Kepler-172 e,Kepler-172,1,4,Transit,2014,Space,Kepler,35.118736,0.211,2.76,0.246,8.05,0.0253,550,,5526,1.08,1,17.3475,71.60686,828.592,0
2403,Kepler-173 b,Kepler-173,1,2,Transit,2014,Space,Kepler,4.263742,0.048,1.29,0.115,2.21,0.00696,1179,,6031,0.95,0.79,9.734012,75.24794,833.165,0
2404,Kepler-173 c,Kepler-173,1,2,Transit,2014,Space,Kepler,8.005777,0.074,2.43,0.217,6.48,0.0204,956,,6031,0.95,0.79,9.734012,75.24794,833.165,0
2405,Kepler-174 b,Kepler-174,1,3,Transit,2014,Space,Kepler,13.98179,0.1,1.96,0.175,4.5,0.0142,553,,4880,0.62,0.6,15.33893,74.71866,384.757,0
2406,Kepler-174 c,Kepler-174,1,3,Transit,2014,Space,Kepler,44.000529,0.214,1.49,0.133,2.83,0.00889,377,,4880,0.62,0.6,15.33893,74.71866,384.757,0
2407,Kepler-174 d,Kepler-174,1,3,Transit,2014,Space,Kepler,247.35373,0.677,2.19,0.195,5.43,0.0171,212,,4880,0.62,0.6,15.33893,74.71866,384.757,0
2408,Kepler-175 b,Kepler-175,1,2,Transit,2014,Space,Kepler,11.903515,0.105,2.56,0.228,7.08,0.0223,827,,6064,1.01,1.12,13.96113,75.39453,1312.34,0
2409,Kepler-175 c,Kepler-175,1,2,Transit,2014,Space,Kepler,34.035257,0.213,3.1,0.277,9.8,0.0308,583,,6064,1.01,1.12,13.96113,75.39453,1312.34,0
2410,Kepler-176 b,Kepler-176,1,4,Transit,2014,Space,Kepler,5.433074,0.058,1.43,0.128,2.63,0.00829,841,,5232,0.89,0.79,10.63642,77.02624,527.321,0
2411,Kepler-176 c,Kepler-176,1,4,Transit,2014,Space,Kepler,12.759712,0.102,2.6,0.232,23,0.072,633,,5232,0.89,0.79,10.63642,77.02624,527.321,0
2412,Kepler-176 d,Kepler-176,1,4,Transit,2014,Space,Kepler,25.751974,0.163,2.51,0.224,15.2,0.048,501,,5232,0.89,0.79,10.63642,77.02624,527.321,0
2413,Kepler-176 e,Kepler-176,1,4,Transit,2016,Space,Kepler,51.16579,0.2494,1.45,0.129,2.7,0.00849,398,,5295,0.83,0.87,10.63642,77.02624,527.321,0
2414,Kepler-177 b,Kepler-177,1,2,Transit,2013,Space,Kepler,35.8601,0.2184,3.5,0.312,5.84,0.01837,549,,5732,1.32,0.92,16.72433,75.49689,1435.44,0
2415,Kepler-177 c,Kepler-177,1,2,Transit,2013,Space,Kepler,49.40926,0.2655,8.73,0.779,14.7,0.04625,497,,5732,1.32,0.92,16.72433,75.49689,1435.44,0
2416,Kepler-178 b,Kepler-178,1,3,Transit,2014,Space,Kepler,9.576694,0.085,2.9,0.259,8.75,0.0275,846,,5676,1.07,0.94,16.73487,77.56796,716.025,0
2417,Kepler-178 c,Kepler-178,1,3,Transit,2014,Space,Kepler,20.552802,0.142,2.88,0.257,8.65,0.0272,656,,5676,1.07,0.94,16.73487,77.56796,716.025,0
2418,Kepler-178 d,Kepler-178,1,3,Transit,2014,Space,Kepler,96.678988,0.397,3.95,0.352,14.8,0.0465,392,,5676,1.07,0.94,16.73487,77.56796,716.025,0
2419,Kepler-179 b,Kepler-179,1,2,Transit,2014,Space,Kepler,2.735926,0.036,1.64,0.146,3.33,0.0105,1075,,5302,0.76,0.84,10.05856,81.86827,605.68,0
2420,Kepler-179 c,Kepler-179,1,2,Transit,2014,Space,Kepler,6.40013,0.064,2,0.178,4.66,0.0147,810,,5302,0.76,0.84,10.05856,81.86827,605.68,0
2421,Kepler-18 b,Kepler-18,1,3,Transit,2011,Space,Kepler,3.504725,0.0447,2,0.178,6.9,0.022,1165,,5345,1.11,0.97,8.920106,79.00748,433.047,0
2422,Kepler-18 c,Kepler-18,1,3,Transit,2011,Space,Kepler,7.64159,0.0752,5.49,0.49,17.3,0.054,899,,5345,1.11,0.97,8.920106,79.00748,433.047,0
2423,Kepler-18 d,Kepler-18,1,3,Transit,2011,Space,Kepler,14.85888,0.1172,6.98,0.623,16.4,0.052,720,,5345,1.11,0.97,8.920106,79.00748,433.047,0
2424,Kepler-180 b,Kepler-180,1,2,Transit,2014,Space,Kepler,13.817124,0.109,1.5,0.134,2.86,0.00899,781,,5731,1.06,0.95,12.80745,82.68817,695.65,0
2425,Kepler-180 c,Kepler-180,1,2,Transit,2014,Space,Kepler,41.885775,0.229,3.01,0.269,9.32,0.0293,540,,5731,1.06,0.95,12.80745,82.68817,695.65,0
2426,Kepler-181 b,Kepler-181,1,2,Transit,2014,Space,Kepler,3.137873,0.04,1.27,0.113,2.15,0.00678,1041,,5333,0.75,0.85,12.62267,83.15622,609.283,0
2427,Kepler-181 c,Kepler-181,1,2,Transit,2014,Space,Kepler,4.302149,0.049,1.99,0.178,4.62,0.0145,937,,5333,0.75,0.85,12.62267,83.15622,609.283,0
2428,Kepler-182 b,Kepler-182,1,2,Transit,2014,Space,Kepler,9.825792,0.096,2.58,0.23,7.18,0.0226,935,,6250,1.15,1.16,16.48157,81.84313,1549.09,0
2429,Kepler-182 c,Kepler-182,1,2,Transit,2014,Space,Kepler,20.684342,0.157,3.43,0.306,11.6,0.0366,729,,6250,1.15,1.16,16.48157,81.84313,1549.09,0
2430,Kepler-183 b,Kepler-183,1,2,Transit,2014,Space,Kepler,5.687945,0.064,2.06,0.184,4.9,0.0154,1088,,5888,0.96,0.94,9.288547,72.54339,1050.64,0
2431,Kepler-183 c,Kepler-183,1,2,Transit,2014,Space,Kepler,11.637071,0.103,2.27,0.203,35.7,0.112,857,,5888,0.96,0.94,9.288547,72.54339,1050.64,0
2432,Kepler-184 b,Kepler-184,1,3,Transit,2014,Space,Kepler,10.687576,0.092,2.36,0.211,6.17,0.0194,780,,5788,0.87,0.97,12.04504,75.41111,610.326,0
2433,Kepler-184 c,Kepler-184,1,3,Transit,2014,Space,Kepler,20.303005,0.141,1.97,0.176,8.8,0.028,630,,5788,0.87,0.97,12.04504,75.41111,610.326,0
2434,Kepler-184 d,Kepler-184,1,3,Transit,2014,Space,Kepler,29.022358,0.179,2.49,0.222,6.76,0.0213,559,,5788,0.87,0.97,12.04504,75.41111,610.326,0
2435,Kepler-185 b,Kepler-185,1,2,Transit,2014,Space,Kepler,1.6329,0.026,1.17,0.104,1.71,0.00537,1237,,5208,0.81,0.81,18.69336,73.39802,466.735,0
2436,Kepler-185 c,Kepler-185,1,2,Transit,2014,Space,Kepler,20.729042,0.139,2.02,0.18,4.74,0.0149,530,,5208,0.81,0.81,18.69336,73.39802,466.735,0
2437,Kepler-186 b,Kepler-186,1,5,Transit,2014,Space,Kepler,3.8867907,0.0343,1.07,0.095,1.24,0.0039,571,M1,3788,0.47,0.48,8.170597,78.51992,177.594,0
2438,Kepler-186 c,Kepler-186,1,5,Transit,2014,Space,Kepler,7.267302,0.0451,1.25,0.112,2.1,0.0066,464,M1,3788,0.47,0.48,8.170597,78.51992,177.594,0
2439,Kepler-186 d,Kepler-186,1,5,Transit,2014,Space,Kepler,13.342996,0.0781,1.4,0.125,2.54,0.008,379,M1,3788,0.47,0.48,8.170597,78.51992,177.594,0
2440,Kepler-186 e,Kepler-186,1,5,Transit,2014,Space,Kepler,22.407704,0.11,1.27,0.113,2.15,0.00678,319,M1,3788,0.47,0.48,8.170597,78.51992,177.594,0
2441,Kepler-186 f,Kepler-186,1,5,Transit,2014,Space,Kepler,129.9441,0.432,1.17,0.104,1.71,0.00537,177,M1,3755,0.52,0.54,8.170597,78.51992,177.594,1
2442,Kepler-187 b,Kepler-187,1,2,Transit,2014,Space,Kepler,4.938864,0.059,1.41,0.126,2.57,0.00809,1244,,6105,1.29,1.11,7.529731,79.05761,1143,0
2443,Kepler-187 c,Kepler-187,1,2,Transit,2014,Space,Kepler,10.640263,0.099,2.67,0.238,7.61,0.0239,963,,6105,1.29,1.11,7.529731,79.05761,1143,0
2444,Kepler-188 b,Kepler-188,1,2,Transit,2014,Space,Kepler,2.061897,0.032,1.68,0.15,3.46,0.0109,1463,,6021,1.14,0.98,19.64005,73.51955,968.544,0
2445,Kepler-188 c,Kepler-188,1,2,Transit,2014,Space,Kepler,5.996553,0.066,3.19,0.285,10.3,0.0324,1025,,6021,1.14,0.98,19.64005,73.51955,968.544,0
2446,Kepler-189 b,Kepler-189,1,2,Transit,2014,Space,Kepler,10.399931,0.088,1.21,0.108,1.92,0.00606,678,,5235,0.75,0.79,15.44123,75.20661,591.534,0
2447,Kepler-189 c,Kepler-189,1,2,Transit,2014,Space,Kepler,20.134866,0.137,2.38,0.212,22.7,0.071,544,,5235,0.75,0.79,15.44123,75.20661,591.534,0
2448,Kepler-19 b,Kepler-19,1,3,Transit,2011,Space,Kepler,9.28716,0.0835,2.209,0.197,8.4,0.02643,762,,5544,0.86,0.94,10.797,70.10242,218.562,0
2449,Kepler-19 c,Kepler-19,1,3,Transit Timing Variations,2011,Space,Kepler,28.731,,3.68,0.328,13.1,0.04122,,,5544,0.86,0.94,10.797,70.10242,218.562,0
2450,Kepler-19 d,Kepler-19,1,3,Radial Velocity,2017,Ground,Roque de los Muchachos Observatory,62.95,,5.06,0.451,22.5,0.07079,,,5544,0.86,0.94,10.797,70.10242,218.562,0
2451,Kepler-190 b,Kepler-190,1,2,Transit,2014,Space,Kepler,2.019999,0.03,1.56,0.139,3.05,0.00961,1166,,5106,0.8,0.86,14.94341,75.91264,433.387,0
2452,Kepler-190 c,Kepler-190,1,2,Transit,2014,Space,Kepler,3.763024,0.045,1.46,0.13,2.73,0.00859,948,,5106,0.8,0.86,14.94341,75.91264,433.387,0
2453,Kepler-191 b,Kepler-191,1,3,Transit,2014,Space,Kepler,9.939632,0.087,1.34,0.12,2.36,0.00742,722,,5282,0.79,0.81,13.51222,77.24728,594.464,0
2454,Kepler-191 c,Kepler-191,1,3,Transit,2014,Space,Kepler,17.738506,0.128,1.86,0.166,4.12,0.013,596,,5282,0.79,0.81,13.51222,77.24728,594.464,0
2455,Kepler-191 d,Kepler-191,1,3,Transit,2016,Space,Kepler,5.94504102,0.0599,2.28,0.203,5.82,0.0183,857,,5215,0.8,0.84,13.51222,77.24728,594.464,0
2456,Kepler-192 b,Kepler-192,1,3,Transit,2014,Space,Kepler,9.926746,0.09,2.74,0.244,7.95,0.025,803,,5479,1.01,0.94,15.71412,76.53878,651.674,0
2457,Kepler-192 c,Kepler-192,1,3,Transit,2014,Space,Kepler,21.2234,0.15,2.79,0.249,8.2,0.0258,623,,5479,1.01,0.94,15.71412,76.53878,651.674,0
2458,Kepler-192 d,Kepler-192,1,3,Transit,2016,Space,Kepler,6.47027579,0.0668,1.02,0.091,1.04,0.00328,926,,5487,0.94,0.94,15.71412,76.53878,651.674,0
2459,Kepler-193 b,Kepler-193,1,2,Transit,2014,Space,Kepler,11.38848,0.106,2.39,0.213,6.3,0.0198,979,,6335,1.15,1.14,10.77346,80.09006,1009.1,0
2460,Kepler-193 c,Kepler-193,1,2,Transit,2014,Space,Kepler,50.697494,0.286,2.75,0.245,8,0.0252,595,,6335,1.15,1.14,10.77346,80.09006,1009.1,0
2461,Kepler-194 b,Kepler-194,1,3,Transit,2014,Space,Kepler,2.092281,0.032,1.51,0.135,2.89,0.00909,1648,,6089,1.02,1.09,14.09796,79.85373,1097.97,0
2462,Kepler-194 c,Kepler-194,1,3,Transit,2014,Space,Kepler,17.308032,0.131,2.59,0.231,7.22,0.0227,815,,6089,1.02,1.09,14.09796,79.85373,1097.97,0
2463,Kepler-194 d,Kepler-194,1,3,Transit,2014,Space,Kepler,52.814973,0.275,2.4,0.214,6.35,0.02,562,,6089,1.02,1.09,14.09796,79.85373,1097.97,0
2464,Kepler-195 b,Kepler-195,1,2,Transit,2014,Space,Kepler,8.307872,0.077,2.03,0.181,4.78,0.015,751,,5329,0.78,0.84,16.50147,78.87422,652.051,0
2465,Kepler-195 c,Kepler-195,1,2,Transit,2014,Space,Kepler,34.096863,0.197,1.55,0.138,3.02,0.00951,469,,5329,0.78,0.84,16.50147,78.87422,652.051,0
2466,Kepler-196 b,Kepler-196,1,2,Transit,2014,Space,Kepler,20.739886,0.138,1.9,0.17,4.27,0.0134,536,,5128,0.78,0.85,16.33607,72.31504,451.312,0
2467,Kepler-196 c,Kepler-196,1,2,Transit,2014,Space,Kepler,47.427737,0.24,2.24,0.2,5.65,0.0178,407,,5128,0.78,0.85,16.33607,72.31504,451.312,0
2468,Kepler-197 b,Kepler-197,2,4,Transit,2014,Space,Kepler,5.599308,0.06,1.02,0.091,1.04,0.00328,1142,,6004,1.12,0.86,13.35921,83.30391,330.575,0
2469,Kepler-197 c,Kepler-197,2,4,Transit,2014,Space,Kepler,10.349695,0.09,1.23,0.11,5.3,0.017,930,,6004,1.12,0.86,13.35921,83.30391,330.575,0
2470,Kepler-197 d,Kepler-197,2,4,Transit,2014,Space,Kepler,15.677563,0.119,1.22,0.109,1.98,0.00624,810,,6004,1.12,0.86,13.35921,83.30391,330.575,0
2471,Kepler-197 e,Kepler-197,2,4,Transit,2014,Space,Kepler,25.209715,0.164,0.91,0.081,0.693,0.00218,691,,6004,1.12,0.86,13.35921,83.30391,330.575,0
2472,Kepler-198 b,Kepler-198,1,3,Transit,2014,Space,Kepler,17.790037,0.131,2.82,0.252,8.35,0.0263,655,,5574,0.94,0.97,10.98804,70.95868,495.358,0
2473,Kepler-198 c,Kepler-198,1,3,Transit,2014,Space,Kepler,49.567416,0.259,2.47,0.22,6.66,0.021,465,,5574,0.94,0.97,10.98804,70.95868,495.358,0
2474,Kepler-198 d,Kepler-198,1,3,Transit,2016,Space,Kepler,1.31184443,0.0229,1.53,0.136,2.96,0.0093,1562,,5636,0.93,0.97,10.98804,70.95868,495.358,0
2475,Kepler-199 b,Kepler-199,1,2,Transit,2014,Space,Kepler,23.637604,0.158,3.11,0.277,9.85,0.031,595,,5644,0.97,0.96,8.347375,74.10845,521.054,0
2476,Kepler-199 c,Kepler-199,1,2,Transit,2014,Space,Kepler,67.093408,0.316,3.25,0.29,10.6,0.0334,420,,5644,0.97,0.96,8.347375,74.10845,521.054,0
2477,Kepler-20 b,Kepler-20,2,6,Transit,2011,Space,Kepler,3.69611525,0.0463,1.868,0.167,9.7,0.03052,1105,,5495,0.96,0.95,14.57348,73.37704,282.563,0
2478,Kepler-20 c,Kepler-20,2,6,Transit,2011,Space,Kepler,10.85409089,0.0949,3.047,0.272,12.75,0.04012,772,,5495,0.96,0.95,14.57348,73.37704,282.563,0
2479,Kepler-20 d,Kepler-20,2,6,Transit,2011,Space,Kepler,77.61130017,0.3506,2.744,0.245,10.07,0.03168,401,,5495,0.96,0.95,14.57348,73.37704,282.563,0
2480,Kepler-20 e,Kepler-20,2,6,Transit,2011,Space,Kepler,6.09852281,0.0639,0.865,0.077,3.08,0.01,1040,,5495,0.96,0.95,14.57348,73.37704,282.563,0
2481,Kepler-20 f,Kepler-20,2,6,Transit,2011,Space,Kepler,19.57758478,0.1396,1.003,0.089,14.3,0.045,705,,5495,0.96,0.95,14.57348,73.37704,282.563,0
2482,Kepler-20 g,Kepler-20,2,6,Radial Velocity,2016,Ground,Multiple Observatories,34.94,0.2055,4.71,0.42,19.96,0.0628,524,,5495,0.96,0.95,14.57348,73.37704,282.563,0
2483,Kepler-200 b,Kepler-200,1,2,Transit,2014,Space,Kepler,8.594805,0.08,2.13,0.19,5.18,0.0163,854,,5678,0.94,0.98,16.40755,71.33867,665.912,0
